person,title,date,url
Cari Tuna,President,2017-02-05,https://web.archive.org/web/20170205200203/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2017-02-05,https://web.archive.org/web/20170205200203/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2017-02-05,https://web.archive.org/web/20170205200203/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2017-02-05,https://web.archive.org/web/20170205200203/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2017-02-05,https://web.archive.org/web/20170205200203/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2017-02-05,https://web.archive.org/web/20170205200203/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2017-02-05,https://web.archive.org/web/20170205200203/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2017-02-05,https://web.archive.org/web/20170205200203/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2017-02-05,https://web.archive.org/web/20170205200203/http://www.openphilanthropy.org:80/about/team
Howie Lempel,"Program Officer, Global Catastrophic Risks",2017-02-05,https://web.archive.org/web/20170205200203/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2017-02-05,https://web.archive.org/web/20170205200203/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2017-02-05,https://web.archive.org/web/20170205200203/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2017-02-05,https://web.archive.org/web/20170205200203/http://www.openphilanthropy.org:80/about/team
Daniel Martin Alarcon,Scientific Advisor,2017-02-05,https://web.archive.org/web/20170205200203/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2017-02-05,https://web.archive.org/web/20170205200203/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2017-02-05,https://web.archive.org/web/20170205200203/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2017-02-05,https://web.archive.org/web/20170205200203/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2017-02-05,https://web.archive.org/web/20170205200203/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2017-02-05,https://web.archive.org/web/20170205200203/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Operations Associate,2017-02-05,https://web.archive.org/web/20170205200203/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2017-02-05,https://web.archive.org/web/20170205200203/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2017-02-05,https://web.archive.org/web/20170205200203/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2017-02-20,https://web.archive.org/web/20170220032720/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2017-02-20,https://web.archive.org/web/20170220032720/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2017-02-20,https://web.archive.org/web/20170220032720/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2017-02-20,https://web.archive.org/web/20170220032720/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2017-02-20,https://web.archive.org/web/20170220032720/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2017-02-20,https://web.archive.org/web/20170220032720/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2017-02-20,https://web.archive.org/web/20170220032720/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2017-02-20,https://web.archive.org/web/20170220032720/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2017-02-20,https://web.archive.org/web/20170220032720/http://www.openphilanthropy.org:80/about/team
Howie Lempel,"Program Officer, Global Catastrophic Risks",2017-02-20,https://web.archive.org/web/20170220032720/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2017-02-20,https://web.archive.org/web/20170220032720/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2017-02-20,https://web.archive.org/web/20170220032720/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2017-02-20,https://web.archive.org/web/20170220032720/http://www.openphilanthropy.org:80/about/team
Daniel Martin Alarcon,Scientific Advisor,2017-02-20,https://web.archive.org/web/20170220032720/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2017-02-20,https://web.archive.org/web/20170220032720/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2017-02-20,https://web.archive.org/web/20170220032720/http://www.openphilanthropy.org:80/about/team
Morgan Davis,Grants Associate,2017-02-20,https://web.archive.org/web/20170220032720/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2017-02-20,https://web.archive.org/web/20170220032720/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2017-02-20,https://web.archive.org/web/20170220032720/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2017-02-20,https://web.archive.org/web/20170220032720/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Operations Associate,2017-02-20,https://web.archive.org/web/20170220032720/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2017-02-20,https://web.archive.org/web/20170220032720/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2017-02-20,https://web.archive.org/web/20170220032720/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2017-03-09,https://web.archive.org/web/20170309052932/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2017-03-09,https://web.archive.org/web/20170309052932/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2017-03-09,https://web.archive.org/web/20170309052932/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2017-03-09,https://web.archive.org/web/20170309052932/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2017-03-09,https://web.archive.org/web/20170309052932/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2017-03-09,https://web.archive.org/web/20170309052932/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2017-03-09,https://web.archive.org/web/20170309052932/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2017-03-09,https://web.archive.org/web/20170309052932/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2017-03-09,https://web.archive.org/web/20170309052932/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2017-03-09,https://web.archive.org/web/20170309052932/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2017-03-09,https://web.archive.org/web/20170309052932/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2017-03-09,https://web.archive.org/web/20170309052932/http://www.openphilanthropy.org:80/about/team
Daniel Martin Alarcon,Scientific Advisor,2017-03-09,https://web.archive.org/web/20170309052932/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2017-03-09,https://web.archive.org/web/20170309052932/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2017-03-09,https://web.archive.org/web/20170309052932/http://www.openphilanthropy.org:80/about/team
Morgan Davis,Grants Associate,2017-03-09,https://web.archive.org/web/20170309052932/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2017-03-09,https://web.archive.org/web/20170309052932/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2017-03-09,https://web.archive.org/web/20170309052932/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2017-03-09,https://web.archive.org/web/20170309052932/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Operations Associate,2017-03-09,https://web.archive.org/web/20170309052932/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2017-03-09,https://web.archive.org/web/20170309052932/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2017-03-09,https://web.archive.org/web/20170309052932/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2017-03-18,https://web.archive.org/web/20170318215922/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2017-03-18,https://web.archive.org/web/20170318215922/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2017-03-18,https://web.archive.org/web/20170318215922/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2017-03-18,https://web.archive.org/web/20170318215922/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2017-03-18,https://web.archive.org/web/20170318215922/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2017-03-18,https://web.archive.org/web/20170318215922/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2017-03-18,https://web.archive.org/web/20170318215922/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2017-03-18,https://web.archive.org/web/20170318215922/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2017-03-18,https://web.archive.org/web/20170318215922/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2017-03-18,https://web.archive.org/web/20170318215922/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2017-03-18,https://web.archive.org/web/20170318215922/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2017-03-18,https://web.archive.org/web/20170318215922/http://www.openphilanthropy.org:80/about/team
Daniel Martin Alarcon,Scientific Advisor,2017-03-18,https://web.archive.org/web/20170318215922/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2017-03-18,https://web.archive.org/web/20170318215922/http://www.openphilanthropy.org:80/about/team
Michelle Crentsil,"Associate, Criminal Justice Reform",2017-03-18,https://web.archive.org/web/20170318215922/http://www.openphilanthropy.org:80/about/team
Morgan Davis,Grants Associate,2017-03-18,https://web.archive.org/web/20170318215922/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2017-03-18,https://web.archive.org/web/20170318215922/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2017-03-18,https://web.archive.org/web/20170318215922/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2017-03-18,https://web.archive.org/web/20170318215922/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Research Analyst,2017-03-18,https://web.archive.org/web/20170318215922/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2017-03-18,https://web.archive.org/web/20170318215922/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2017-03-18,https://web.archive.org/web/20170318215922/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2017-03-19,https://web.archive.org/web/20170319225800/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2017-03-19,https://web.archive.org/web/20170319225800/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2017-03-19,https://web.archive.org/web/20170319225800/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2017-03-19,https://web.archive.org/web/20170319225800/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2017-03-19,https://web.archive.org/web/20170319225800/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2017-03-19,https://web.archive.org/web/20170319225800/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2017-03-19,https://web.archive.org/web/20170319225800/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2017-03-19,https://web.archive.org/web/20170319225800/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2017-03-19,https://web.archive.org/web/20170319225800/http://www.openphilanthropy.org:80/about/team
